date,or_model,aa_slug,host,variant,provider,price_1m_input,price_1m_output,cache_hit_price,cache_hit_rate,tps_median,tps_p05,tps_p95,ttft_median,ttft_p05,ttft_p95,ttfat_input_s,reasoning_s,ttfat_total_s,e2e_s,json_mode,function_calling
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Parasail,MXFP8,Parasail,0.3,1.2,0.06,0.9908,157.2,64.8,299.0,0.879,0.681,1.925,0.879,12.721,13.6,16.78,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,CoreWeave,NVFP4,CoreWeave,0.23,0.96,0.05,0.9728,174.4,111.6,278.2,1.204,0.983,1.458,1.204,11.47,12.675,15.54,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Together AI,,Together,0.3,1.2,0.06,0.829,115.8,41.4,202.1,0.807,0.558,3.813,0.807,17.272,18.079,22.4,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Novita,,Novita,0.3,1.2,0.06,0.994,84.8,50.0,208.1,1.577,0.901,2.536,1.577,23.59,25.166,31.06,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Inco,FAST,Inco,0.3,1.2,0.075,0.9988,438.4,305.6,545.4,46.1,11.822,125.992,46.1,4.562,50.663,51.8,0,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Modular,,Modular,0.3,1.2,0.06,0.9954,214.4,125.8,284.3,0.514,0.417,1.945,0.514,9.328,9.842,12.17,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Nebius,FP8,Nebius,0.3,1.2,,0.9573,238.3,77.9,367.0,1.941,1.833,3.912,1.941,8.393,10.334,12.43,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,SiliconFlow,FP8,SiliconFlow,0.3,1.2,0.06,0.9988,123.4,66.5,251.4,1.178,0.878,2.819,1.178,16.203,17.381,21.43,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Bitdeer AI,,Bitdeer AI,0.28,1.1,0.056,0.8362,148.4,28.5,250.1,2.647,1.743,34.581,2.647,13.481,16.128,19.5,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,MiniMax,,Minimax,0.3,1.2,0.06,0.9728,155.5,50.4,285.0,1.311,0.609,4.562,1.311,12.86,14.171,17.39,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,DeepInfra,,DeepInfra,0.28,1.1,0.056,0.9863,24.1,13.8,56.8,0.793,0.529,3.26,0.793,82.833,83.625,104.33,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,GMI,,GMICloud,0.24,0.96,0.048,,,,,,,,,,,,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,SambaNova,,SambaNova,0.6,2.4,,,246.3,205.8,251.1,2.438,2.108,3.201,2.438,8.122,10.56,12.59,1,1
2026-09-08,minimax/minimax-m3-20260531,minimax-m3,Fireworks,,Fireworks,0.3,1.2,0.06,0.9687,153.4,125.1,216.2,0.853,0.702,4.444,0.853,13.04,13.893,17.15,1,1
2026-09-08,stepfun/step-3.7-flash-20260528,step-3-7-flash,StepFun,,StepFun,0.2,1.15,0.04,0.9881,81.4,72.5,113.2,2.844,2.372,3.434,2.844,24.559,27.403,33.54,1,1
2026-09-08,stepfun/step-3.7-flash-20260528,step-3-7-flash,DeepInfra,,DeepInfra,0.2,1.15,0.04,,163.9,126.9,200.7,0.657,0.597,2.181,0.657,12.203,12.86,15.91,0,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,CoreWeave,,CoreWeave,0.14,0.28,0.07,0.8612,95.8,31.5,149.3,1.731,1.596,2.182,1.731,20.87,22.601,27.82,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Wafer,FAST,Wafer,0.28,0.56,0.07,0.4295,120.6,26.7,257.9,0.906,0.563,24.797,0.906,16.584,17.49,21.64,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Nebius,,Nebius,0.14,0.28,,0.0,210.7,99.4,299.9,2.096,1.957,2.673,2.096,9.492,11.588,13.96,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DeepSeek,,DeepSeek,0.44,1.32,0.014,0.9794,117.6,103.8,140.8,1.152,0.873,4.695,1.152,17.006,18.159,22.41,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Bitdeer AI,,Bitdeer AI,0.042,0.084,0.009,0.9527,138.0,87.0,156.2,1.533,1.271,51.662,1.533,14.495,16.028,19.65,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Parasail,,Parasail,0.14,0.28,0.07,0.7717,21.8,12.0,32.7,2.194,1.321,10.177,2.194,91.948,94.142,117.13,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Fireworks,,Fireworks,0.22,0.66,0.007,0.9999,253.9,219.0,294.7,0.613,0.57,0.72,0.613,7.876,8.489,10.46,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,SiliconFlow,,SiliconFlow,0.13,0.28,0.028,0.1991,92.5,62.0,110.9,2.108,1.48,2.992,2.108,21.633,23.741,29.15,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Baseten,,BaseTen,0.13,0.26,0.028,0.3531,126.6,83.1,177.8,1.11,0.634,37.581,1.11,15.792,16.902,20.85,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Crusoe,,Crusoe,0.14,0.28,0.03,0.9332,310.5,258.1,407.0,1.15,0.913,1.521,1.15,6.442,7.592,9.2,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,GMI,,GMICloud,0.44,1.32,0.014,0.7873,123.7,65.1,209.9,2.899,1.275,4.697,2.899,16.173,19.072,23.12,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Novita,,Novita,0.44,1.32,0.028,0.9894,122.3,98.9,143.6,1.556,0.862,2.507,1.556,16.352,17.908,22.0,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DeepInfra,,DeepInfra,0.08,0.18,0.016,0.8944,33.8,22.8,51.2,1.061,0.714,3.233,1.061,59.178,60.239,75.03,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DigitalOcean,,DigitalOcean,0.08,0.252,0.0252,0.1867,46.0,30.0,55.3,1.08,0.842,2.013,1.08,43.437,44.516,55.38,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Makora,,Makora,0.09,0.195,,0.5252,57.4,33.8,157.4,1.79,0.629,18.962,1.79,34.85,36.639,45.35,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,GMI,,GMICloud,0.0938,0.1876,0.019,,,,,,,,,,,,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,DeepInfra,FP4,DeepInfra,0.09,0.18,0.018,0.8443,26.9,14.9,37.1,1.414,0.827,10.41,1.414,208.624,210.038,228.62,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,SiliconFlow,FP8,SiliconFlow,0.13,0.28,0.028,,139.9,106.7,205.6,1.102,0.824,1.397,1.102,40.122,41.223,44.8,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,Parasail,FP8,Parasail,0.14,0.28,0.07,,85.6,36.5,119.5,1.723,1.2,4.093,1.723,65.569,67.291,73.13,1,1
2026-09-09,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,Novita,,Novita,0.14,0.28,0.028,0.9579,116.4,93.1,130.5,2.139,1.372,3.382,2.139,48.233,50.372,54.67,1,1
2026-09-09,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,DeepInfra,FP4,DeepInfra,1.3,2.6,0.1,0.9312,38.2,22.3,59.0,1.569,0.861,4.096,1.569,114.436,116.004,129.08,1,1
2026-09-09,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Microsoft Azure,,Azure,1.74,3.48,,,84.1,32.2,118.0,1.635,1.358,3.809,1.635,52.034,53.669,59.62,1,1
2026-09-09,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Novita,,Novita,1.6,3.2,0.135,0.9875,59.8,44.6,86.7,1.819,1.433,4.969,1.819,73.128,74.947,83.3,1,1
2026-09-09,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Bitdeer AI,,Bitdeer AI,1.254,3.762,0.0418,0.9663,45.4,19.4,76.2,2.156,1.842,42.38,2.156,96.471,98.627,109.65,1,1
2026-09-09,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,SiliconFlow,FP8,SiliconFlow,1.5016,3.135,0.135,,45.7,38.0,53.9,2.502,1.455,9.761,2.502,95.729,98.231,109.17,1,1
2026-09-09,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,GMI,,GMICloud,0.678,1.357,0.056,,,,,,,,,,,,1,1
2026-09-09,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Nebius,,Nebius,1.75,3.5,,0.7698,110.8,72.1,152.0,1.3,1.255,2.213,1.3,39.469,40.769,45.28,1,1
2026-09-09,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Baseten,,BaseTen,1.74,3.48,0.145,0.6894,138.0,120.9,169.9,0.559,0.511,1.219,0.559,31.71,32.269,35.89,1,1
2026-09-09,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,DeepSeek,,DeepSeek,0.435,0.87,0.0036,0.9866,71.7,48.4,82.4,1.56,1.171,3.407,1.56,61.048,62.608,69.58,1,1
2026-09-09,tencent/hy3-20260706,hy3,SiliconFlow,FP8,SiliconFlow,0.132,0.528,0.033,0.9385,84.9,71.7,105.1,2.909,2.564,3.779,2.909,23.55,26.46,32.35,0,1
2026-09-09,tencent/hy3-20260706,hy3,Novita,,Novita,0.14,0.58,0.035,0.9575,93.2,65.7,122.4,2.365,2.129,2.923,2.365,21.465,23.829,29.2,0,1
2026-09-09,tencent/hy3-20260706,hy3,DeepInfra,FP8,DeepInfra,0.14,0.58,0.035,0.9575,80.9,64.3,114.3,0.979,0.898,1.909,0.979,24.731,25.711,31.89,1,1
2026-09-09,tencent/hy3-20260706,hy3,GMI,,GMICloud,0.126,0.522,0.0322,0.9497,81.9,28.3,121.9,3.325,2.568,4.902,3.325,24.407,27.732,33.83,1,1
2026-09-09,openai/gpt-5.6-luna-20260709,gpt-5-6-luna,OpenAI,,OpenAI,0.2,1.2,0.02,0.9934,111.8,71.4,154.3,178.303,65.756,275.509,178.303,0.0,178.303,182.77,1,1
2026-09-09,openai/gpt-5.6-luna-20260709,gpt-5-6-luna,Amazon Bedrock,,Amazon Bedrock,1.1,6.6,0.11,0.9877,203.4,144.5,295.4,97.962,38.009,167.943,97.962,0.0,97.962,100.42,1,1
2026-09-09,openai/gpt-5.6-terra-20260709,gpt-5-6-terra,OpenAI,,OpenAI,2.0,12.0,0.2,0.9934,96.6,71.0,128.1,195.518,46.06,376.131,195.518,0.0,195.518,200.69,1,1
2026-09-09,openai/gpt-5.6-terra-20260709,gpt-5-6-terra,Amazon Bedrock,,Amazon Bedrock,2.75,16.5,0.28,0.9921,131.2,93.6,186.5,168.685,73.154,264.448,168.685,0.0,168.685,172.5,1,1
2026-09-09,openai/gpt-5.6-sol-20260709,gpt-5-6-sol,Amazon Bedrock,,Amazon Bedrock,5.5,33.0,0.55,0.9426,105.4,86.1,185.5,101.169,49.537,268.038,101.169,0.0,101.169,105.91,1,1
2026-09-09,openai/gpt-5.6-sol-20260709,gpt-5-6-sol,OpenAI,,OpenAI,4.0,20.0,0.4,0.9934,68.0,42.7,118.4,140.254,64.172,433.366,140.254,0.0,140.254,147.6,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,FriendliAI,,FriendliAI,1.4,4.4,0.26,0.994,151.6,94.9,193.7,0.754,0.667,0.976,0.754,13.191,13.945,17.24,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Baseten,FAST,BaseTen,2.1,6.6,0.21,0.9782,262.4,190.2,326.5,2.41,0.891,24.315,2.41,7.621,10.032,11.94,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Novita,FP8,Novita,1.4,4.4,0.26,0.9903,69.6,57.6,88.1,1.83,1.375,2.861,1.83,28.731,30.561,37.74,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Parasail,NVFP4,Parasail,1.4,4.4,0.26,,160.9,109.8,300.3,1.118,0.861,1.562,1.118,12.432,13.55,16.66,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,CoreWeave,,CoreWeave,0.76,2.42,0.14,0.5665,203.1,106.7,277.9,1.245,1.164,1.353,1.245,9.848,11.092,13.55,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Multiverse Computing,,Multiverse Computing,1.1,3.5,,,114.2,80.4,154.4,0.818,0.724,10.071,0.818,17.52,18.338,22.72,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,DeepInfra,FP4,DeepInfra,0.75,2.4,0.14,0.8334,55.8,39.3,87.2,0.996,0.807,2.302,0.996,35.829,36.825,45.78,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Nebius,FP4,Nebius,1.4,4.4,,0.0,291.8,170.3,421.2,1.061,0.964,2.518,1.061,6.854,7.916,9.63,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Together AI,,Together,1.4,4.4,0.26,0.909,123.2,27.5,231.9,0.897,0.625,2.39,0.897,16.237,17.133,21.19,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Scaleway,,Scaleway,2.09,6.38,,,57.5,21.5,108.4,1.956,1.588,6.761,1.956,34.803,36.759,45.46,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Databricks,,Databricks,1.4,4.4,0.26,0.9952,220.0,173.6,376.6,0.825,0.694,4.307,0.825,9.089,9.914,12.19,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Crusoe,NVFP4,Crusoe,1.4,4.4,0.26,0.93,219.5,153.8,290.7,1.026,0.829,2.439,1.026,9.114,10.14,12.42,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Bitdeer AI,,Bitdeer AI,0.599,1.88,0.09,0.9944,68.0,45.8,73.8,2.561,2.058,21.337,2.561,29.397,31.958,39.31,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Fireworks,,Fireworks,1.4,4.4,0.14,0.9998,96.1,83.2,113.6,1.891,1.522,5.985,1.891,20.803,22.694,27.89,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,GMI,FP8,GMICloud,0.923,2.903,0.171,,,,,,,,,,,,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Baseten,,BaseTen,1.4,4.4,0.14,0.9973,121.3,70.8,143.6,2.683,0.974,3.403,2.683,16.492,19.175,23.3,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Modular,,Modular,1.4,4.4,0.26,0.9889,149.7,37.9,258.8,15.622,10.099,170.055,15.622,13.363,28.985,32.33,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Zai,,Z.AI,1.4,4.4,0.26,0.95,62.8,53.2,82.7,3.625,1.493,11.186,3.625,31.823,35.447,43.4,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,Mistral,,Mistral,1.4,4.4,0.14,0.95,159.8,54.7,271.0,1.029,0.943,2.662,1.029,12.516,13.545,16.67,1,1
2026-09-09,z-ai/glm-5.2-20260616,glm-5-2,SiliconFlow,FP8,SiliconFlow,1.302,4.092,0.26,0.9897,93.0,74.7,115.7,1.934,1.795,2.463,1.934,21.506,23.441,28.82,0,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Zai,,Z.AI,0.15,0.5,0.026,0.9953,71.8,48.1,130.9,2.472,1.468,5.166,2.472,27.872,30.345,37.31,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Baseten,,BaseTen,0.15,0.5,0.03,0.9782,157.9,86.6,222.9,0.752,0.498,1.134,0.752,12.666,13.418,16.58,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Novita,,Novita,0.075,0.25,0.015,0.9903,75.4,44.8,124.3,1.928,1.099,4.119,1.928,26.532,28.46,35.09,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,DeepInfra,,DeepInfra,0.15,0.5,0.03,0.8334,37.4,17.4,52.0,1.452,0.787,3.188,1.452,53.498,54.949,68.32,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,SiliconFlow,,SiliconFlow,0.15,0.5,0.03,0.9897,76.7,45.0,102.1,1.676,1.096,3.35,1.676,26.09,27.766,34.29,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Wafer,,Wafer,0.15,0.5,0.03,0.9898,35.3,13.9,84.6,0.821,0.609,3.858,0.821,56.615,57.436,71.59,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Together AI,,Together,0.15,0.5,0.03,0.909,95.4,56.6,270.3,1.157,0.566,20.745,1.157,20.965,22.122,27.36,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Fireworks,,Fireworks,0.15,0.5,0.029,0.9731,184.5,162.3,199.3,1.323,1.285,1.62,1.323,10.839,12.162,14.87,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Databricks,,Databricks,0.15,0.5,0.03,0.9952,241.4,198.9,292.5,0.686,0.576,3.624,0.686,8.285,8.971,11.04,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,GMI,,GMICloud,0.075,0.25,0.015,0.8448,72.7,38.5,92.7,3.06,2.177,7.581,3.06,27.523,30.583,37.46,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Parasail,,Parasail,0.15,0.5,0.03,1.0,178.6,70.1,263.9,1.275,0.751,33.856,1.275,11.197,12.473,15.27,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Bitdeer AI,,Bitdeer AI,0.075,0.25,0.015,0.9944,79.5,49.8,108.1,2.926,1.501,52.759,2.926,25.156,28.082,34.37,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,FriendliAI,,FriendliAI,0.15,0.5,0.03,0.994,146.7,101.1,191.8,1.233,1.085,2.681,1.233,13.629,14.862,18.27,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Nebius,,Nebius,0.15,0.5,,,313.4,258.1,378.3,0.527,0.482,1.083,0.527,6.381,6.908,8.5,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,DigitalOcean,,DigitalOcean,0.15,0.5,0.03,0.95,73.4,27.7,118.6,1.584,0.895,4.9,1.584,27.262,28.846,35.66,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Inco,FAST,Inco,0.15,0.5,0.03,0.8,472.3,399.3,588.8,3.293,1.36,9.822,3.293,4.234,7.527,8.59,1,1
2026-09-09,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Makora,,Makora,0.07,0.235,,,98.6,81.5,121.6,3.254,0.901,5.792,3.254,20.293,23.547,28.62,1,1
2026-09-09,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,Novita,,Novita,0.168,0.336,0.0034,0.9967,49.5,40.1,74.4,2.989,1.351,6.125,2.989,40.401,43.389,53.49,1,1
2026-09-09,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,DeepInfra,,DeepInfra,0.4,2.0,0.08,0.9951,22.4,7.2,44.4,1.788,0.734,4.69,1.788,89.416,91.203,113.56,1,1
2026-09-09,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,GMI,,GMICloud,0.112,0.224,0.002,0.8164,,,,,,,,,,,1,1
2026-09-09,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,Xiaomi,,Xiaomi,0.14,0.28,0.0028,0.9934,53.7,30.4,77.4,8.119,2.298,31.213,8.119,37.251,45.37,54.68,1,1
2026-09-09,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,CoreWeave,,CoreWeave,0.75,2.75,0.15,1.0,230.2,176.3,317.0,1.052,0.996,1.436,1.052,9.882,10.935,13.11,1,1
2026-09-09,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,GMI,,GMICloud,0.8,2.6,0.1,,,,,,,,,,,,1,0
2026-09-09,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,DeepInfra,,DeepInfra,0.5,2.2,0.1,0.3281,47.6,24.5,136.0,9.304,1.648,33.856,9.304,47.763,57.067,67.56,1,1
2026-09-09,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,DeepInfra,BF16,DeepInfra,1.0,5.0,0.3,0.4119,47.6,26.9,88.1,9.599,2.238,22.729,9.599,47.761,57.36,67.86,1,1
2026-09-09,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Nebius,,Nebius,1.0,3.0,,0.0,322.2,237.7,439.7,2.348,1.779,2.575,2.348,7.06,9.408,10.96,1,1
2026-09-09,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Lightning AI,,Lightning AI,0.41,1.2,,0.7126,,,,,,,,,,,1,1
2026-09-09,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Blackbox AI,,Blackbox AI,0.32,0.8,,0.7052,,,,,,,,,,,1,1
2026-09-09,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Fireworks,,Fireworks,0.6,2.4,0.12,0.9998,155.5,135.3,186.1,0.672,0.622,2.566,0.672,14.627,15.299,18.51,1,1
2026-09-09,google/gemini-3.6-flash-20260721,gemini-3-6-flash,Google AI Studio,,Google AI Studio,0.75,3.75,0.15,0.8921,190.3,156.5,280.1,16.393,9.81,85.258,16.393,0.0,16.393,19.02,1,1
2026-09-09,anthropic/claude-opus-5-20260723,claude-opus-5,Amazon Bedrock,,Amazon Bedrock,5.0,25.0,0.5,0.9967,51.8,42.0,83.5,84.586,6.53,226.943,84.586,0.0,84.586,94.23,0,1
2026-09-09,anthropic/claude-opus-5-20260723,claude-opus-5,Anthropic,,Anthropic,5.0,25.0,0.5,0.9967,52.0,42.0,85.4,81.641,34.901,231.719,81.641,0.0,81.641,91.25,0,1
2026-09-09,anthropic/claude-opus-5-20260723,claude-opus-5,Google,,Google,5.0,25.0,0.5,0.9,52.2,42.4,81.0,57.053,21.091,182.223,57.053,0.0,57.053,66.63,0,1
2026-09-09,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Google,,Google,2.0,10.0,0.2,0.9282,68.6,57.0,98.3,210.208,108.729,284.783,210.208,0.0,210.208,217.5,0,1
2026-09-09,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Microsoft Azure,,Azure,2.0,10.0,0.2,0.9999,73.8,44.7,102.7,210.585,112.687,309.512,210.585,0.0,210.585,217.36,0,1
2026-09-09,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Anthropic,,Anthropic,2.0,10.0,0.2,0.9905,79.4,53.1,92.1,193.072,84.849,278.229,193.072,0.0,193.072,199.37,0,1
2026-09-09,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Amazon Bedrock,,Amazon Bedrock,2.0,10.0,0.2,0.9598,77.0,65.2,98.7,238.115,143.009,279.959,238.115,0.0,238.115,244.61,0,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Fireworks,,Fireworks,3.0,15.0,0.3,0.5123,112.3,102.5,119.1,0.973,0.926,1.084,0.973,17.812,18.785,23.24,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Fireworks,FAST,Fireworks,4.5,22.5,0.45,0.7227,109.1,96.9,116.6,0.985,0.927,1.287,0.985,18.34,19.325,23.91,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Modal,,Modal,3.0,15.0,0.3,0.9997,151.5,73.4,218.3,0.85,0.749,1.273,0.85,13.201,14.051,17.35,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Together AI,,Together,3.0,15.0,0.3,0.6585,61.1,29.2,152.7,0.865,0.656,3.041,0.865,32.718,33.583,41.76,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,DigitalOcean,,DigitalOcean,2.85,14.25,0.285,0.9,41.5,30.4,43.8,1.27,1.123,2.333,1.27,48.149,49.419,61.46,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Baseten,,BaseTen,3.0,15.0,0.3,0.9732,100.3,74.7,127.2,0.777,0.626,1.549,0.777,19.939,20.716,25.7,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Parasail,,Parasail,3.0,15.0,0.3,0.9177,123.4,24.9,190.7,1.897,1.641,30.592,1.897,16.208,18.105,22.16,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Makora,,Makora,2.55,12.75,0.256,0.7573,45.1,16.8,205.6,2.285,1.145,27.249,2.285,44.325,46.61,57.69,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Nebius,,Nebius,3.0,15.0,,1.0,190.4,85.1,236.0,1.57,1.48,1.951,1.57,10.506,12.076,14.7,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Databricks,,Databricks,3.0,15.0,0.3,0.9943,162.0,102.4,214.4,0.907,0.825,2.124,0.907,12.344,13.251,16.34,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Bitdeer AI,,Bitdeer AI,2.66,13.3,0.2755,0.8363,82.0,62.7,89.4,1.59,1.183,9.823,1.59,24.383,25.973,32.07,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Inco,FAST,Inco,6.0,30.0,0.6,0.99,257.0,225.8,341.1,1.686,1.608,11.081,1.686,7.781,9.467,11.41,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,Kimi,,Moonshot AI,3.0,15.0,0.3,0.9744,36.9,33.3,44.5,3.413,2.762,4.795,3.413,54.249,57.661,71.22,1,1
2026-09-09,moonshotai/kimi-k3-20260715,kimi-k3,LithosAI,,LithosAI,2.4,12.0,0.24,0.96,280.8,234.6,372.6,0.727,0.705,0.888,0.727,7.123,7.85,9.63,1,1
2026-09-09,minimax/minimax-m3-20260531,minimax-m3,Parasail,MXFP8,Parasail,0.3,1.2,0.06,0.9908,138.2,76.0,243.6,1.082,0.731,1.925,1.082,14.471,15.553,19.17,1,1
2026-09-09,minimax/minimax-m3-20260531,minimax-m3,CoreWeave,NVFP4,CoreWeave,0.23,0.96,0.05,0.9728,144.4,65.1,257.4,1.207,0.781,1.869,1.207,13.847,15.054,18.52,1,1
2026-09-09,minimax/minimax-m3-20260531,minimax-m3,Together AI,,Together,0.3,1.2,0.06,0.829,105.1,36.8,160.1,0.792,0.558,3.828,0.792,19.023,19.815,24.57,1,1
