date,or_model,aa_slug,host,variant,provider,price_1m_input,price_1m_output,cache_hit_price,cache_hit_rate,tps_median,tps_p05,tps_p95,ttft_median,ttft_p05,ttft_p95,ttfat_input_s,reasoning_s,ttfat_total_s,e2e_s,json_mode,function_calling
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Wafer,FAST,Wafer,0.28,0.56,0.07,0.4295,164.3,26.7,326.9,0.717,0.563,6.335,0.717,12.172,12.889,15.93,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Nebius,,Nebius,0.14,0.28,,0.0,212.5,99.4,351.2,2.09,1.953,2.342,2.09,9.413,11.503,13.86,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DeepSeek,,DeepSeek,0.44,1.32,0.014,0.9794,131.1,99.0,164.8,0.911,0.776,1.518,0.911,15.26,16.171,19.99,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Bitdeer AI,,Bitdeer AI,0.042,0.084,0.009,0.9527,114.3,86.6,143.8,1.604,1.116,20.612,1.604,17.501,19.105,23.48,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Parasail,,Parasail,0.14,0.28,0.07,0.7717,29.7,20.8,135.4,1.34,1.045,4.692,1.34,67.425,68.765,85.62,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Fireworks,,Fireworks,0.22,0.66,0.007,0.9999,267.5,221.5,333.8,0.593,0.568,0.655,0.593,7.478,8.071,9.94,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,SiliconFlow,,SiliconFlow,0.13,0.28,0.028,0.1991,98.8,65.5,149.9,1.762,1.507,2.869,1.762,20.248,22.009,27.07,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Baseten,,BaseTen,0.13,0.26,0.028,0.3531,165.6,101.3,314.9,0.937,0.582,6.151,0.937,12.079,13.016,16.04,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Crusoe,,Crusoe,0.14,0.28,0.03,0.9332,322.5,277.6,410.2,0.996,0.934,1.447,0.996,6.201,7.196,8.75,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,GMI,,GMICloud,0.44,1.32,0.014,0.7873,112.0,68.9,205.0,1.816,0.779,3.641,1.816,17.864,19.68,24.15,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Novita,,Novita,0.44,1.32,0.028,0.9894,127.6,103.0,151.8,1.638,0.911,2.531,1.638,15.675,17.314,21.23,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DeepInfra,,DeepInfra,0.08,0.18,0.016,0.8944,43.2,23.0,63.1,0.895,0.678,2.134,0.895,46.32,47.215,58.8,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DigitalOcean,,DigitalOcean,0.08,0.252,0.0252,0.1867,46.1,36.4,47.2,1.096,0.856,1.728,1.096,43.35,44.446,55.28,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Makora,,Makora,0.09,0.195,,0.5252,110.0,51.5,228.0,0.835,0.611,3.638,0.835,18.186,19.021,23.57,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,GMI,,GMICloud,0.0938,0.1876,0.019,,,,,,,,,,,,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,DeepInfra,FP4,DeepInfra,0.09,0.18,0.018,0.8443,35.4,25.3,68.2,1.146,0.729,3.251,1.146,158.71,159.856,173.99,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,SiliconFlow,FP8,SiliconFlow,0.13,0.28,0.028,,97.2,36.1,166.0,1.643,0.86,4.3,1.643,57.758,59.401,64.55,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,Parasail,FP8,Parasail,0.14,0.28,0.07,,74.4,25.8,152.1,1.697,1.126,4.274,1.697,75.396,77.093,83.81,1,1
2026-09-07,deepseek/deepseek-v4-flash-20260423,deepseek-v4-flash-0420,Novita,,Novita,0.14,0.28,0.028,0.9579,121.1,98.3,136.1,2.033,1.269,2.964,2.033,46.362,48.395,52.52,1,1
2026-09-07,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,DeepInfra,FP4,DeepInfra,1.3,2.6,0.1,0.9312,47.4,31.6,102.3,1.432,0.82,4.04,1.432,92.234,93.666,104.21,1,1
2026-09-07,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Microsoft Azure,,Azure,1.74,3.48,,,97.2,32.8,119.7,1.642,1.362,3.461,1.642,45.026,46.668,51.81,1,1
2026-09-07,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Novita,,Novita,1.6,3.2,0.135,0.9875,67.8,48.1,89.2,1.714,1.176,2.692,1.714,64.517,66.231,73.6,1,1
2026-09-07,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Bitdeer AI,,Bitdeer AI,1.254,3.762,0.0418,0.9663,57.7,22.9,78.3,2.989,1.815,27.652,2.989,75.866,78.854,87.52,1,1
2026-09-07,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,SiliconFlow,FP8,SiliconFlow,1.5016,3.135,0.135,,51.4,45.2,71.7,1.833,1.378,11.667,1.833,85.102,86.934,96.66,1,1
2026-09-07,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,GMI,,GMICloud,0.678,1.357,0.056,,,,,,,,,,,,1,1
2026-09-07,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Nebius,,Nebius,1.75,3.5,,0.7698,107.5,54.9,144.3,1.315,1.257,2.221,1.315,40.706,42.022,46.67,1,1
2026-09-07,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,Baseten,,BaseTen,1.74,3.48,0.145,0.6894,137.7,82.6,184.3,0.612,0.539,2.27,0.612,31.762,32.374,36.0,1,1
2026-09-07,deepseek/deepseek-v4-pro-20260423,deepseek-v4-pro-0424,DeepSeek,,DeepSeek,0.435,0.87,0.0036,0.9866,77.1,47.1,86.6,1.892,1.486,3.178,1.892,56.766,58.658,65.15,1,1
2026-09-07,tencent/hy3-20260706,hy3,SiliconFlow,FP8,SiliconFlow,0.132,0.528,0.033,0.9385,95.6,73.9,116.7,2.935,2.611,4.706,2.935,20.921,23.856,29.09,0,1
2026-09-07,tencent/hy3-20260706,hy3,Novita,,Novita,0.14,0.58,0.035,0.9575,112.3,85.7,137.0,2.302,2.188,2.556,2.302,17.811,20.113,24.57,0,1
2026-09-07,tencent/hy3-20260706,hy3,DeepInfra,FP8,DeepInfra,0.14,0.58,0.035,0.9575,92.3,49.8,146.6,1.044,0.859,1.959,1.044,21.661,22.705,28.12,1,1
2026-09-07,tencent/hy3-20260706,hy3,GMI,,GMICloud,0.126,0.522,0.0322,0.9497,86.5,31.4,112.0,3.214,2.555,4.128,3.214,23.112,26.326,32.1,1,1
2026-09-07,openai/gpt-5.6-luna-20260709,gpt-5-6-luna,OpenAI,,OpenAI,0.2,1.2,0.02,0.9934,122.4,94.5,178.0,135.566,22.378,231.232,135.566,0.0,135.566,139.65,1,1
2026-09-07,openai/gpt-5.6-luna-20260709,gpt-5-6-luna,Amazon Bedrock,,Amazon Bedrock,1.1,6.6,0.11,0.9877,231.8,181.1,300.7,75.249,15.915,150.165,75.249,0.0,75.249,77.41,1,1
2026-09-07,openai/gpt-5.6-terra-20260709,gpt-5-6-terra,OpenAI,,OpenAI,2.0,12.0,0.2,0.9934,115.5,84.7,172.4,174.402,44.404,341.361,174.402,0.0,174.402,178.73,1,1
2026-09-07,openai/gpt-5.6-terra-20260709,gpt-5-6-terra,Amazon Bedrock,,Amazon Bedrock,2.75,16.5,0.28,0.9921,143.3,101.5,189.8,124.537,26.85,251.534,124.537,0.0,124.537,128.03,1,1
2026-09-07,openai/gpt-5.6-sol-20260709,gpt-5-6-sol,Amazon Bedrock,,Amazon Bedrock,5.5,33.0,0.55,0.9426,113.4,86.1,163.3,76.549,48.167,271.212,76.549,0.0,76.549,80.96,1,1
2026-09-07,openai/gpt-5.6-sol-20260709,gpt-5-6-sol,OpenAI,,OpenAI,4.0,20.0,0.4,0.9934,75.0,50.3,113.2,132.103,45.137,416.106,132.103,0.0,132.103,138.77,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,FriendliAI,,FriendliAI,1.4,4.4,0.26,0.994,157.7,98.2,196.3,0.759,0.677,1.229,0.759,12.686,13.444,16.62,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Makora,NVFP4,Makora,0.72,2.38,0.12,0.9838,,,,,,,,,,,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Baseten,FAST,BaseTen,2.1,6.6,0.21,0.9782,290.8,166.8,363.3,1.804,0.834,2.804,1.804,6.878,8.682,10.4,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Novita,FP8,Novita,1.4,4.4,0.26,0.9903,76.2,57.9,96.5,1.787,1.439,2.834,1.787,26.243,28.029,34.59,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Parasail,NVFP4,Parasail,1.4,4.4,0.26,,184.8,76.4,268.9,1.154,0.882,2.845,1.154,10.823,11.976,14.68,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,CoreWeave,,CoreWeave,0.76,2.42,0.14,0.5665,229.7,159.3,290.5,1.202,1.161,1.286,1.202,8.708,9.91,12.09,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Multiverse Computing,,Multiverse Computing,1.1,3.5,,,136.2,82.1,187.6,0.781,0.718,5.188,0.781,14.683,15.463,19.13,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,DeepInfra,FP4,DeepInfra,0.75,2.4,0.14,0.8334,81.4,44.7,149.9,1.08,0.819,3.454,1.08,24.566,25.646,31.79,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Nebius,FP4,Nebius,1.4,4.4,,0.0,305.6,138.0,445.7,1.024,0.982,3.112,1.024,6.545,7.57,9.21,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Together AI,,Together,1.4,4.4,0.26,0.909,207.5,29.3,359.3,0.786,0.629,3.401,0.786,9.638,10.424,12.83,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Scaleway,,Scaleway,2.09,6.38,,,93.7,23.3,116.7,1.746,1.495,2.08,1.746,21.347,23.093,28.43,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Databricks,,Databricks,1.4,4.4,0.26,0.9952,302.2,194.7,427.1,0.734,0.66,1.493,0.734,6.619,7.353,9.01,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Crusoe,NVFP4,Crusoe,1.4,4.4,0.26,0.93,243.6,148.0,296.6,0.942,0.824,5.761,0.942,8.209,9.151,11.2,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Bitdeer AI,,Bitdeer AI,0.599,1.88,0.09,0.9944,52.0,32.0,70.3,3.077,1.921,59.154,3.077,38.425,41.502,51.11,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Fireworks,,Fireworks,1.4,4.4,0.14,0.9998,111.7,87.2,255.6,1.79,0.827,8.986,1.79,17.906,19.696,24.17,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,GMI,FP8,GMICloud,0.923,2.903,0.171,,,,,,,,,,,,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Baseten,,BaseTen,1.4,4.4,0.14,0.9973,131.8,108.5,157.3,1.401,0.81,3.015,1.401,15.175,16.576,20.37,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Modular,,Modular,1.4,4.4,0.26,0.9889,102.3,38.9,212.1,18.006,10.592,165.592,18.006,19.545,37.551,42.44,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Zai,,Z.AI,1.4,4.4,0.26,0.95,62.3,53.6,95.8,1.663,1.5,3.413,1.663,32.111,33.774,41.8,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,Mistral,,Mistral,1.4,4.4,0.14,0.95,228.9,161.9,323.0,1.026,0.961,1.5,1.026,8.738,9.763,11.95,1,1
2026-09-07,z-ai/glm-5.2-20260616,glm-5-2,SiliconFlow,FP8,SiliconFlow,1.302,4.092,0.26,0.9897,97.8,70.5,120.2,1.911,1.739,2.614,1.911,20.453,22.364,27.48,0,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Zai,,Z.AI,0.15,0.5,0.026,0.9953,57.6,38.1,132.7,1.504,1.273,2.533,1.504,34.727,36.231,44.91,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Baseten,,BaseTen,0.15,0.5,0.03,0.9782,175.5,130.7,223.0,0.559,0.393,0.925,0.559,11.393,11.952,14.8,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Novita,,Novita,0.075,0.25,0.015,0.9903,82.4,44.6,132.5,1.587,1.118,2.963,1.587,24.276,25.863,31.93,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,DeepInfra,,DeepInfra,0.15,0.5,0.03,0.8334,46.6,37.9,63.8,1.208,0.77,5.666,1.208,42.933,44.141,54.87,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,SiliconFlow,,SiliconFlow,0.15,0.5,0.03,0.9897,63.8,42.7,98.0,1.429,1.199,4.2,1.429,31.33,32.76,40.59,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Wafer,,Wafer,0.15,0.5,0.03,0.9898,27.1,16.0,52.1,0.964,0.677,4.571,0.964,73.833,74.797,93.26,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Together AI,,Together,0.15,0.5,0.03,0.909,130.8,57.7,273.8,0.819,0.583,7.386,0.819,15.296,16.115,19.94,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Fireworks,,Fireworks,0.15,0.5,0.029,0.9731,187.6,158.3,210.3,1.334,1.29,2.638,1.334,10.662,11.997,14.66,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Databricks,,Databricks,0.15,0.5,0.03,0.9952,254.2,206.7,299.4,0.655,0.553,3.303,0.655,7.869,8.524,10.49,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,GMI,,GMICloud,0.075,0.25,0.015,0.8448,59.4,35.0,126.5,2.84,1.548,5.223,2.84,33.687,36.528,44.95,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Parasail,,Parasail,0.15,0.5,0.03,1.0,139.6,59.9,230.9,1.25,0.839,10.243,1.25,14.329,15.579,19.16,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Bitdeer AI,,Bitdeer AI,0.075,0.25,0.015,0.9944,73.4,50.2,103.8,2.847,1.621,49.523,2.847,27.233,30.08,36.89,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,FriendliAI,,FriendliAI,0.15,0.5,0.03,0.994,194.9,108.5,277.6,1.149,1.072,1.601,1.149,10.261,11.41,13.97,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Nebius,,Nebius,0.15,0.5,,,323.3,274.9,415.4,0.507,0.47,1.503,0.507,6.186,6.693,8.24,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,DigitalOcean,,DigitalOcean,0.15,0.5,0.03,0.95,112.8,41.8,152.0,1.068,0.834,6.33,1.068,17.729,18.797,23.23,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Inco,FAST,Inco,0.15,0.5,0.03,0.8,436.1,359.3,523.6,0.748,0.657,26.276,0.748,4.586,5.334,6.48,1,1
2026-09-07,z-ai/glm-5.3-flash-20260826,glm-5-3-flash,Makora,,Makora,0.07,0.235,,,103.3,59.6,123.3,2.309,1.081,5.811,2.309,19.358,21.667,26.51,1,1
2026-09-07,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,Novita,,Novita,0.168,0.336,0.0034,0.9967,49.8,35.3,96.6,3.089,1.314,20.149,3.089,40.187,43.276,53.32,1,1
2026-09-07,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,DeepInfra,,DeepInfra,0.4,2.0,0.08,0.9951,21.2,9.2,64.0,1.322,0.686,4.778,1.322,94.145,95.467,119.0,1,1
2026-09-07,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,GMI,,GMICloud,0.112,0.224,0.002,0.8164,,,,,,,,,,,1,1
2026-09-07,xiaomi/mimo-v2.5-20260422,mimo-v2-5-0424,Xiaomi,,Xiaomi,0.14,0.28,0.0028,0.9934,56.8,30.4,117.8,4.457,1.869,18.776,4.457,35.217,39.674,48.48,1,1
2026-09-07,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,CoreWeave,,CoreWeave,0.75,2.75,0.15,1.0,240.6,153.6,317.4,1.04,0.636,1.428,1.04,9.456,10.496,12.57,1,1
2026-09-07,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,GMI,,GMICloud,0.8,2.6,0.1,,,,,,,,,,,,1,0
2026-09-07,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,DeepInfra,,DeepInfra,0.5,2.2,0.1,0.3281,44.4,12.7,137.3,6.604,2.165,61.42,6.604,51.285,57.889,69.16,1,1
2026-09-07,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,DeepInfra,BF16,DeepInfra,1.0,5.0,0.3,0.4119,31.4,14.4,88.1,9.133,4.063,59.467,9.133,72.536,81.669,97.61,1,1
2026-09-07,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Nebius,,Nebius,1.0,3.0,,0.0,326.8,250.1,451.5,2.34,1.924,2.638,2.34,6.962,9.301,10.83,1,1
2026-09-07,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Lightning AI,,Lightning AI,0.41,1.2,,0.7126,,,,,,,,,,,1,1
2026-09-07,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Blackbox AI,,Blackbox AI,0.32,0.8,,0.7052,,,,,,,,,,,1,1
2026-09-07,nvidia/nemotron-3-ultra-550b-a55b-20260604:free,nvidia-nemotron-3-ultra-550b-a55b,Fireworks,,Fireworks,0.6,2.4,0.12,0.9998,167.7,136.2,188.6,0.656,0.607,2.566,0.656,13.569,14.225,17.21,1,1
2026-09-07,google/gemini-3.6-flash-20260721,gemini-3-6-flash,Google AI Studio,,Google AI Studio,0.75,3.75,0.15,0.8921,218.0,160.8,274.4,14.3,8.3,84.071,14.3,0.0,14.3,16.59,1,1
2026-09-07,anthropic/claude-opus-5-20260723,claude-opus-5,Amazon Bedrock,,Amazon Bedrock,5.0,25.0,0.5,0.9967,52.9,41.3,70.5,82.471,20.507,180.393,82.471,0.0,82.471,91.92,0,1
2026-09-07,anthropic/claude-opus-5-20260723,claude-opus-5,Anthropic,,Anthropic,5.0,25.0,0.5,0.9967,54.3,42.0,74.1,69.918,4.859,189.68,69.918,0.0,69.918,79.13,0,1
2026-09-07,anthropic/claude-opus-5-20260723,claude-opus-5,Google,,Google,5.0,25.0,0.5,0.9,53.4,43.5,73.2,66.136,36.386,139.472,66.136,0.0,66.136,75.5,0,1
2026-09-07,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Google,,Google,2.0,10.0,0.2,0.9282,74.8,60.6,106.5,173.319,57.354,291.599,173.319,0.0,173.319,180.0,0,1
2026-09-07,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Microsoft Azure,,Azure,2.0,10.0,0.2,0.9999,80.4,54.1,91.8,211.479,56.966,314.603,211.479,0.0,211.479,217.7,0,1
2026-09-07,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Anthropic,,Anthropic,2.0,10.0,0.2,0.9905,79.4,54.3,97.3,183.111,74.671,291.261,183.111,0.0,183.111,189.41,0,1
2026-09-07,anthropic/claude-sonnet-5-20260630,claude-sonnet-5,Amazon Bedrock,,Amazon Bedrock,2.0,10.0,0.2,0.9598,88.8,66.9,106.8,223.353,85.042,287.653,223.353,0.0,223.353,228.98,0,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Fireworks,,Fireworks,3.0,15.0,0.3,0.5123,114.4,105.6,122.1,0.968,0.935,1.545,0.968,17.486,18.455,22.83,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Fireworks,FAST,Fireworks,4.5,22.5,0.45,0.7227,110.8,99.6,117.7,0.975,0.936,2.619,0.975,18.049,19.024,23.54,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Modal,,Modal,3.0,15.0,0.3,0.9997,151.5,105.1,238.1,0.823,0.758,1.546,0.823,13.205,14.028,17.33,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Together AI,,Together,3.0,15.0,0.3,0.6585,72.5,39.5,153.3,0.845,0.646,3.233,0.845,27.572,28.417,35.31,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,DigitalOcean,,DigitalOcean,2.85,14.25,0.285,0.9,42.6,34.3,46.0,1.199,1.087,1.794,1.199,46.937,48.135,59.87,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Baseten,,BaseTen,3.0,15.0,0.3,0.9732,93.6,50.0,127.0,0.813,0.593,2.8,0.813,21.378,22.191,27.54,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Parasail,,Parasail,3.0,15.0,0.3,0.9177,78.3,24.8,208.1,1.818,1.657,2.521,1.818,25.528,27.346,33.73,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Makora,,Makora,2.55,12.75,0.256,0.7573,84.9,18.2,201.8,1.729,1.125,14.073,1.729,23.561,25.29,31.18,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Nebius,,Nebius,3.0,15.0,,1.0,83.1,25.4,216.0,1.629,1.47,256.735,1.629,24.056,25.685,31.7,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Databricks,,Databricks,3.0,15.0,0.3,0.9943,180.8,104.5,239.7,0.888,0.835,4.039,0.888,11.063,11.952,14.72,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Bitdeer AI,,Bitdeer AI,2.66,13.3,0.2755,0.8363,87.0,72.4,87.9,1.673,1.207,10.509,1.673,22.997,24.669,30.42,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Inco,FAST,Inco,6.0,30.0,0.6,0.99,253.1,216.0,264.4,0.965,0.836,0.993,0.965,7.903,8.868,10.84,1,1
2026-09-07,moonshotai/kimi-k3-20260715,kimi-k3,Kimi,,Moonshot AI,3.0,15.0,0.3,0.9744,41.9,33.8,49.4,3.247,2.531,3.78,3.247,47.736,50.982,62.92,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,Parasail,MXFP8,Parasail,0.3,1.2,0.06,0.9908,135.7,65.5,299.0,0.835,0.659,3.748,0.835,14.738,15.573,19.26,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,CoreWeave,NVFP4,CoreWeave,0.23,0.96,0.05,0.9728,168.3,106.8,278.2,1.212,1.102,1.474,1.212,11.886,13.098,16.07,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,Together AI,,Together,0.3,1.2,0.06,0.829,117.5,63.3,200.6,0.788,0.572,1.2,0.788,17.014,17.803,22.06,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,Novita,,Novita,0.3,1.2,0.06,0.994,82.5,50.6,207.4,1.588,0.963,2.961,1.588,24.233,25.821,31.88,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,Inco,FAST,Inco,0.3,1.2,0.075,0.9988,349.0,271.8,415.1,0.749,0.644,0.762,0.749,5.731,6.48,7.91,0,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,Modular,,Modular,0.3,1.2,0.06,0.9954,220.7,127.6,285.2,0.507,0.413,2.019,0.507,9.062,9.569,11.83,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,Nebius,FP8,Nebius,0.3,1.2,,0.9573,252.5,179.6,366.5,1.923,1.844,3.531,1.923,7.922,9.845,11.83,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,SiliconFlow,FP8,SiliconFlow,0.3,1.2,0.06,0.9988,117.0,69.8,214.2,1.121,0.88,2.648,1.121,17.099,18.22,22.49,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,Bitdeer AI,,Bitdeer AI,0.28,1.1,0.056,0.8362,142.9,29.4,214.0,2.409,1.534,17.207,2.409,13.997,16.406,19.91,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,MiniMax,,Minimax,0.3,1.2,0.06,0.9728,99.5,47.4,262.9,1.16,0.678,2.9,1.16,20.097,21.257,26.28,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,DeepInfra,,DeepInfra,0.28,1.1,0.056,0.9863,30.0,13.9,61.7,0.859,0.588,2.53,0.859,66.711,67.57,84.25,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,GMI,,GMICloud,0.24,0.96,0.048,,,,,,,,,,,,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,SambaNova,,SambaNova,0.6,2.4,,,246.9,232.4,251.0,2.382,2.107,3.196,2.382,8.102,10.484,12.51,1,1
2026-09-07,minimax/minimax-m3-20260531,minimax-m3,Fireworks,,Fireworks,0.3,1.2,0.06,0.9687,153.4,127.8,233.0,0.848,0.704,1.835,0.848,13.04,13.889,17.15,1,1
2026-09-07,stepfun/step-3.7-flash-20260528,step-3-7-flash,StepFun,,StepFun,0.2,1.15,0.04,0.9881,80.1,69.4,118.2,2.834,2.389,5.672,2.834,24.966,27.801,34.04,1,1
2026-09-07,stepfun/step-3.7-flash-20260528,step-3-7-flash,DeepInfra,,DeepInfra,0.2,1.15,0.04,,162.4,122.5,200.4,0.683,0.597,2.39,0.683,12.314,12.998,16.08,0,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,CoreWeave,,CoreWeave,0.14,0.28,0.07,0.8612,130.6,48.1,167.1,1.685,1.623,2.246,1.685,15.318,17.004,20.83,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Wafer,FAST,Wafer,0.28,0.56,0.07,0.4295,161.1,26.7,326.9,0.717,0.563,6.335,0.717,12.413,13.13,16.23,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,Nebius,,Nebius,0.14,0.28,,0.0,210.5,99.4,350.6,2.09,1.953,3.198,2.09,9.5,11.59,13.96,1,1
2026-09-08,deepseek/deepseek-v4-flash-20260731,deepseek-v4-flash,DeepSeek,,DeepSeek,0.44,1.32,0.014,0.9794,125.7,99.0,154.5,0.924,0.776,2.842,0.924,15.913,16.836,20.81,1,1
